Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
988,116,-1540202898,13418842
989,174,-906309753,-1898539707
990,52,1148159992,-442046614
991,52,1871254747,-694137310
992,13,-2097587700,-93695206
993,26,-821110314,1545496463
994,26,-1959233976,35439873
995,13,1014005844,-524310194
996,13,1128340245,250499699
997,145,735962995,1759546958
998,26,-198720074,373235613
999,116,-267989067,-154849011
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
0,39,107,1316
1,29,104,1003
2,13,104,507
3,87,101,2798
4,26,102,908
5,145,108,4603
6,13,102,505
7,174,116,5510
8,13,98,501
9,65,101,2116
10,174,116,5510
11,116,103,3699
12,29,121,1020
13,26,111,917
14,78,117,2535
15,174,103,5497
16,116,103,3699
17,116,100,3696
18,52,110,1722
19,29,113,1012
20,87,117,2814
21,39,118,1327
22,116,114,3710
23,29,100,999
24,52,101,1713
25,58,123,1921
26,78,99,2517
27,65,115,2130
28,39,100,1309
29,26,118,924
30,116,100,3696
31,29,115,1014
32,58,115,1913
33,26,117,923
34,29,105,1004
35,78,108,2526
36,145,108,4603
37,174,99,5493
38,58,111,1909
39,145,113,4608
40,13,111,514
41,65,114,2129
42,26,107,913
43,65,123,2138
44,13,122,525
45,52,115,1727
46,65,112,2127
47,58,121,1919
48,29,119,1018
49,52,116,1728
50,13,117,520
51,87,103,2800
52,78,102,2520
53,78,98,2516
54,26,101,907
55,13,115,518
56,65,108,2123
57,174,122,5516
58,78,119,2537
59,13,104,507
60,145,112,4607
61,87,109,2806
62,78,123,2541
63,39,123,1332
64,26,102,908
65,58,122,1920
66,29,113,1012
67,26,109,915
68,26,106,912
69,39,120,1329
70,13,118,521
71,87,101,2798
72,174,120,5514
73,65,110,2125
74,87,110,2807
75,58,123,1921
76,87,119,2816
77,29,110,1009
78,26,116,922
79,13,107,510
80,52,99,1711
81,58,123,1921
82,29,118,1017
83,116,110,3706
84,174,121,5515
85,39,115,1324
86,13,110,513
87,13,108,511
88,13,114,517
89,145,108,4603
90,26,115,921
91,39,108,1317
92,87,123,2820
93,145,106,4601
94,145,123,4618
95,65,100,2115
96,87,109,2806
97,13,121,524
98,78,109,2527
99,58,106,1904
100,52,120,1732
101,65,118,2133
102,26,105,911
103,13,116,519
104,78,123,2541
105,116,105,3701
106,87,119,2816
107,39,108,1317
108,39,109,1318
109,87,109,2806
110,65,105,2120
111,87,120,2817
112,78,118,2536
113,13,113,516
114,58,123,1921
115,174,112,5506
116,87,113,2810
117,26,100,906
118,26,108,914
119,39,119,1328
120,78,114,2532
121,39,120,1329
122,29,109,1008
123,174,108,5502
124,78,114,2532
125,65,100,2115
126,65,103,2118
127,145,121,4616
128,26,118,924
129,78,106,2524
130,29,105,1004
131,65,101,2116
132,174,104,5498
133,29,106,1005
134,13,103,506
135,52,117,1729
136,29,99,998
137,29,123,1022
138,78,121,2539
139,26,118,924
140,78,103,2521
141,174,108,5502
142,13,118,521
143,65,110,2125
144,58,121,1919
145,87,117,2814
146,26,121,927
147,58,118,1916
148,65,114,2129
149,145,106,4601
150,78,104,2522
151,65,123,2138
152,13,106,509
153,39,120,1329
154,58,105,1903
155,145,107,4602
156,52,117,1729
157,87,108,2805
158,29,109,1008
159,52,105,1717
160,65,124,2139
161,29,111,1010
162,145,101,4596
163,145,103,4598
164,29,123,1022
165,52,99,1711
166,145,110,4605
167,116,106,3702
168,65,106,2121
169,29,108,1007
170,145,101,4596
171,26,98,904
172,78,117,2535
173,174,105,5499
174,13,104,507
175,145,120,4615
176,13,120,523
177,13,101,504
178,174,120,5514
179,87,112,2809
180,26,112,918
181,145,121,4616
182,116,120,3716
183,52,104,1716
184,52,102,1714
185,52,118,1730
186,116,103,3699
187,78,101,2519
188,174,105,5499
189,87,115,2812
190,65,112,2127
191,29,102,1001
192,78,108,2526
193,58,120,1918
194,29,111,1010
195,78,110,2528
196,29,114,1013
197,174,113,5507
198,13,108,511
199,78,105,2523
200,13,103,506
201,145,121,4616
202,145,105,4600
203,116,102,3698
204,29,109,1008
205,29,109,1008
206,78,109,2527
207,52,104,1716
208,145,120,4615
209,145,117,4612
210,174,100,5494
211,29,104,1003
212,87,122,2819
213,145,104,4599
214,58,109,1907
215,65,100,2115
216,52,115,1727
217,78,120,2538
218,13,115,518
219,78,103,2521
220,145,112,4607
221,116,115,3711
222,87,117,2814
223,145,109,4604
224,39,121,1330
225,13,118,521
226,29,123,1022
227,39,115,1324
228,65,103,2118
229,29,99,998
230,174,106,5500
231,65,120,2135
232,58,114,1912
233,65,108,2123
234,65,109,2124
235,78,99,2517
236,65,119,2134
237,78,102,2520
238,145,106,4601
239,65,115,2130
240,145,119,4614
241,145,116,4611
242,174,100,5494
243,13,123,526
244,13,116,519
245,174,119,5513
246,65,116,2131
247,78,105,2523
248,52,106,1718
249,145,119,4614
250,26,102,908
251,145,115,4610
252,65,106,2121
253,65,100,2115
254,58,100,1898
255,13,119,522
256,13,102,505
257,116,116,3712
258,65,121,2136
259,58,101,1899
260,29,122,1021
261,29,120,1019
262,65,99,2114
263,87,101,2798
264,13,109,512
265,116,99,3695
266,13,98,501
267,116,103,3699
268,87,105,2802
269,58,110,1908
270,29,111,1010
271,78,122,2540
272,87,118,2815
273,174,109,5503
274,174,123,5517
275,78,100,2518
276,145,109,4604
277,13,103,506
278,52,101,1713
279,52,106,1718
280,174,109,5503
281,52,111,1723
282,13,106,509
283,52,100,1712
284,65,119,2134
285,58,111,1909
286,58,99,1897
287,65,117,2132
288,145,104,4599
289,174,107,5501
290,78,106,2524
291,116,112,3708
292,29,121,1020
293,65,107,2122
294,65,115,2130
295,174,115,5509
296,39,117,1326
297,26,114,920
298,145,121,4616
299,26,104,910
300,52,124,1736
301,145,103,4598
302,87,116,2813
303,58,104,1902
304,39,119,1328
305,145,99,4594
306,145,104,4599
307,65,119,2134
308,39,116,1325
309,52,118,1730
310,29,112,1011
311,13,123,526
312,145,111,4606
313,65,117,2132
314,78,102,2520
315,26,123,929
316,65,107,2122
317,174,104,5498
318,65,100,2115
319,116,118,3714
320,78,113,2531
321,65,122,2137
322,52,108,1720
323,78,113,2531
324,65,108,2123
325,78,114,2532
326,52,110,1722
327,87,122,2819
328,174,109,5503
329,78,103,2521
330,78,107,2525
331,26,116,922
332,65,108,2123
333,174,100,5494
334,39,108,1317
335,58,124,1922
336,87,115,2812
337,29,99,998
338,39,102,1311
339,145,100,4595
340,87,116,2813
341,29,114,1013
342,13,106,509
343,39,106,1315
344,39,105,1314
345,87,119,2816
346,145,115,4610
347,29,118,1017
348,145,120,4615
349,145,102,4597
350,58,116,1914
351,87,100,2797
352,13,106,509
353,13,100,503
354,58,116,1914
355,65,100,2115
356,58,100,1898
357,52,123,1735
358,116,115,3711
359,58,123,1921
360,174,121,5515
361,58,117,1915
362,29,101,1000
363,26,118,924
364,65,110,2125
365,116,102,3698
366,174,118,5512
367,87,111,2808
368,13,99,502
369,26,108,914
370,65,116,2131
371,52,103,1715
372,145,115,4610
373,13,122,525
374,29,117,1016
375,174,119,5513
376,13,112,515
377,52,111,1723
378,145,104,4599
379,65,103,2118
380,116,102,3698
381,78,120,2538
382,78,100,2518
383,58,110,1908
384,26,110,916
385,58,99,1897
386,29,104,1003
387,39,110,1319
388,65,113,2128
389,26,103,909
390,58,113,1911
391,78,117,2535
392,65,108,2123
393,78,103,2521
394,13,108,511
395,65,116,2131
396,26,112,918
397,78,101,2519
398,174,118,5512
399,29,111,1010
400,78,116,2534
401,116,106,3702
402,174,120,5514
403,52,123,1735
404,78,111,2529
405,58,115,1913
406,145,100,4595
407,145,118,4613
408,52,122,1734
409,39,115,1324
410,65,100,2115
411,87,115,2812
412,78,115,2533
413,65,99,2114
414,58,117,1915
415,13,118,521
416,78,116,2534
417,174,112,5506
418,174,117,5511
419,65,111,2126
420,39,107,1316
421,78,120,2538
422,116,107,3703
423,65,108,2123
424,58,122,1920
425,65,109,2124
426,58,107,1905
427,26,100,906
428,39,113,1322
429,13,109,512
430,65,123,2138
431,52,124,1736
432,29,116,1015
433,52,119,1731
434,39,106,1315
435,13,115,518
436,13,115,518
437,13,102,505
438,58,100,1898
439,78,112,2530
440,26,106,912
441,52,116,1728
442,52,104,1716
443,78,115,2533
444,65,113,2128
445,145,100,4595
446,78,121,2539
447,58,100,1898
448,52,118,1730
449,58,104,1902
450,52,123,1735
451,145,108,4603
452,78,105,2523
453,174,108,5502
454,65,107,2122
455,174,121,5515
456,29,116,1015
457,145,116,4611
458,145,103,4598
459,13,110,513
460,29,116,1015
461,13,107,510
462,174,117,5511
463,65,101,2116
464,58,114,1912
465,29,98,997
466,29,98,997
467,39,114,1323
468,29,120,1019
469,87,105,2802
470,145,119,4614
471,87,107,2804
472,87,108,2805
473,58,102,1900
474,116,100,3696
475,116,108,3704
476,65,109,2124
477,174,121,5515
478,174,111,5505
479,52,111,1723
480,26,122,928
481,52,120,1732
482,52,103,1715
483,29,106,1005
484,39,102,1311
485,116,118,3714
486,116,107,3703
487,52,119,1731
488,87,120,2817
489,26,100,906
490,29,108,1007
491,39,110,1319
492,39,117,1326
493,52,99,1711
494,87,115,2812
495,52,115,1727
496,58,111,1909
497,116,119,3715
498,39,123,1332
499,29,101,1000
500,116,99,3695
501,116,98,3694
502,65,115,2130
503,174,111,5505
504,13,121,524
505,13,122,525
506,116,103,3699
507,39,111,1320
508,13,113,516
509,58,109,1907
510,26,106,912
511,39,105,1314
512,174,115,5509
513,87,110,2807
514,13,109,512
515,145,107,4602
516,58,111,1909
517,87,114,2811
518,13,122,525
519,26,114,920
520,174,111,5505
521,29,112,1011
522,52,109,1721
523,13,115,518
524,26,117,923
525,78,116,2534
526,145,108,4603
527,116,117,3713
528,39,107,1316
529,13,102,505
530,78,121,2539
531,65,104,2119
532,174,99,5493
533,39,113,1322
534,65,101,2116
535,87,106,2803
536,26,112,918
537,29,101,1000
538,87,107,2804
539,39,115,1324
540,78,103,2521
541,58,103,1901
542,39,122,1331
543,39,119,1328
544,116,101,3697
545,145,108,4603
546,13,110,513
547,29,113,1012
548,87,108,2805
549,174,123,5517
550,39,109,1318
551,116,119,3715
552,65,112,2127
553,39,119,1328
554,58,114,1912
555,145,112,4607
556,29,107,1006
557,78,115,2533
558,145,108,4603
559,29,110,1009
560,116,116,3712
561,145,114,4609
562,26,105,911
563,116,101,3697
564,145,105,4600
565,58,120,1918
566,29,111,1010
567,116,114,3710
568,13,116,519
569,116,120,3716
570,58,116,1914
571,13,105,508
572,26,121,927
573,65,99,2114
574,58,113,1911
575,58,98,1896
576,87,112,2809
577,39,123,1332
578,78,115,2533
579,26,120,926
580,116,106,3702
581,58,106,1904
582,65,102,2117
583,78,111,2529
584,29,107,1006
585,78,122,2540
586,145,116,4611
587,78,113,2531
588,29,113,1012
589,174,100,5494
590,26,110,916
591,78,102,2520
592,29,115,1014
593,26,103,909
594,78,117,2535
595,116,105,3701
596,58,103,1901
597,145,108,4603
598,13,116,519
599,174,115,5509
600,26,118,924
601,29,114,1013
602,29,101,1000
603,26,116,922
604,174,103,5497
605,39,123,1332
606,174,102,5496
607,87,115,2812
608,26,121,927
609,58,108,1906
610,39,104,1313
611,29,116,1015
612,13,116,519
613,145,119,4614
614,58,104,1902
615,78,115,2533
616,174,114,5508
617,116,119,3715
618,29,118,1017
619,52,113,1725
620,116,116,3712
621,116,119,3715
622,52,118,1730
623,78,110,2528
624,13,120,523
625,26,113,919
626,29,120,1019
627,87,99,2796
628,65,122,2137
629,13,103,506
630,39,116,1325
631,39,106,1315
632,65,123,2138
633,52,101,1713
634,65,112,2127
635,58,122,1920
636,87,113,2810
637,52,100,1712
638,87,121,2818
639,29,109,1008
640,13,114,517
641,52,104,1716
642,13,119,522
643,116,112,3708
644,65,115,2130
645,13,113,516
646,78,115,2533
647,39,114,1323
648,87,117,2814
649,52,118,1730
650,52,110,1722
651,174,117,5511
652,116,122,3718
653,26,120,926
654,29,118,1017
655,58,103,1901
656,65,102,2117
657,58,121,1919
658,78,124,2542
659,145,111,4606
660,58,115,1913
661,116,117,3713
662,174,114,5508
663,116,106,3702
664,145,108,4603
665,78,120,2538
666,52,100,1712
667,52,111,1723
668,58,104,1902
669,78,105,2523
670,26,120,926
671,26,120,926
672,26,115,921
673,145,119,4614
674,26,118,924
675,145,98,4593
676,52,110,1722
677,29,114,1013
678,65,117,2132
679,78,99,2517
680,145,116,4611
681,87,103,2800
682,65,110,2125
683,29,119,1018
684,78,102,2520
685,174,121,5515
686,29,105,1004
687,145,122,4617
688,78,118,2536
689,116,100,3696
690,145,119,4614
691,58,113,1911
692,39,116,1325
693,116,104,3700
694,174,122,5516
695,39,121,1330
696,58,108,1906
697,65,105,2120
698,39,100,1309
699,58,105,1903
700,58,104,1902
701,116,115,3711
702,87,111,2808
703,39,102,1311
704,174,115,5509
705,26,106,912
706,78,109,2527
707,39,123,1332
708,65,122,2137
709,29,105,1004
710,174,106,5500
711,58,105,1903
712,52,122,1734
713,116,112,3708
714,116,107,3703
715,58,106,1904
716,174,111,5505
717,58,108,1906
718,26,108,914
719,87,110,2807
720,87,103,2800
721,145,108,4603
722,52,120,1732
723,145,124,4619
724,174,121,5515
725,58,113,1911
726,174,100,5494
727,116,100,3696
728,87,118,2815
729,116,110,3706
730,58,112,1910
731,58,123,1921
732,174,113,5507
733,87,109,2806
734,78,120,2538
735,39,116,1325
736,39,111,1320
737,58,123,1921
738,58,117,1915
739,78,106,2524
740,78,120,2538
741,78,106,2524
742,13,104,507
743,29,115,1014
744,145,103,4598
745,58,119,1917
746,39,103,1312
747,174,100,5494
748,65,116,2131
749,145,118,4613
750,58,104,1902
751,29,116,1015
752,13,119,522
753,26,101,907
754,52,116,1728
755,78,113,2531
756,116,123,3719
757,145,108,4603
758,116,105,3701
759,65,108,2123
760,26,107,913
761,78,101,2519
762,13,119,522
763,65,116,2131
764,29,114,1013
765,65,106,2121
766,87,122,2819
767,145,106,4601
768,39,101,1310
769,65,121,2136
770,65,114,2129
771,145,114,4609
772,29,106,1005
773,116,102,3698
774,52,114,1726
775,13,116,519
776,116,107,3703
777,78,120,2538
778,116,109,3705
779,13,108,511
780,29,98,997
781,87,114,2811
782,78,112,2530
783,87,107,2804
784,174,100,5494
785,87,102,2799
786,52,120,1732
787,174,114,5508
788,52,105,1717
789,39,124,1333
790,29,102,1001
791,174,107,5501
792,52,107,1719
793,65,117,2132
794,29,108,1007
795,29,114,1013
796,39,120,1329
797,29,108,1007
798,26,110,916
799,87,118,2815
800,52,113,1725
801,58,107,1905
802,87,100,2797
803,52,122,1734
804,58,115,1913
805,65,124,2139
806,116,110,3706
807,87,118,2815
808,26,103,909
809,87,101,2798
810,174,106,5500
811,65,119,2134
812,65,116,2131
813,78,117,2535
814,145,103,4598
815,65,102,2117
816,174,107,5501
817,65,107,2122
818,26,114,920
819,39,112,1321
820,39,113,1322
821,29,123,1022
822,87,119,2816
823,58,103,1901
824,65,112,2127
825,26,122,928
826,145,118,4613
827,13,103,506
828,87,101,2798
829,13,102,505
830,78,111,2529
831,52,104,1716
832,174,112,5506
833,13,115,518
834,39,103,1312
835,78,101,2519
836,26,119,925
837,58,104,1902
838,174,112,5506
839,26,113,919
840,39,114,1323
841,116,119,3715
842,65,117,2132
843,29,103,1002
844,65,100,2115
845,39,114,1323
846,174,111,5505
847,87,111,2808
848,39,116,1325
849,65,118,2133
850,39,105,1314
851,174,104,5498
852,52,122,1734
853,52,107,1719
854,87,109,2806
855,39,122,1331
856,174,113,5507
857,65,99,2114
858,26,102,908
859,78,104,2522
860,87,122,2819
861,52,108,1720
862,58,104,1902
863,87,101,2798
864,78,100,2518
865,116,105,3701
866,29,123,1022
867,78,104,2522
868,26,100,906
869,58,102,1900
870,29,121,1020
871,58,112,1910
872,39,116,1325
873,29,102,1001
874,26,107,913
875,52,110,1722
876,87,121,2818
877,29,121,1020
878,145,106,4601
879,29,119,1018
880,29,103,1002
881,65,103,2118
882,58,112,1910
883,52,120,1732
884,65,101,2116
885,116,114,3710
886,145,112,4607
887,13,100,503
888,39,109,1318
889,29,119,1018
890,26,120,926
891,116,115,3711
892,52,106,1718
893,145,121,4616
894,13,114,517
895,116,103,3699
896,145,111,4606
897,39,113,1322
898,29,114,1013
899,39,102,1311
900,174,114,5508
901,87,99,2796
902,78,113,2531
903,29,109,1008
904,29,115,1014
905,39,112,1321
906,52,108,1720
907,26,123,929
908,39,115,1324
909,87,117,2814
910,78,117,2535
911,145,112,4607
912,87,122,2819
913,13,114,517
914,26,105,911
915,29,116,1015
916,26,111,917
917,87,103,2800
918,58,99,1897
919,52,107,1719
920,78,121,2539
921,58,108,1906
922,58,118,1916
923,116,108,3704
924,78,103,2521
925,52,117,1729
926,87,113,2810
927,116,112,3708
928,78,106,2524
929,52,114,1726
930,26,105,911
931,52,115,1727
932,145,113,4608
933,39,122,1331
934,65,115,2130
935,65,119,2134
936,39,105,1314
937,58,104,1902
938,65,107,2122
939,116,113,3709
940,39,102,1311
941,13,119,522
942,52,116,1728
943,29,109,1008
944,29,104,1003
945,29,110,1009
946,13,107,510
947,13,115,518
948,26,100,906
949,87,122,2819
950,29,104,1003
951,78,110,2528
952,58,114,1912
953,65,108,2123
954,26,109,915
955,145,122,4617
956,26,100,906
957,52,114,1726
958,78,117,2535
959,26,122,928
960,65,113,2128
961,174,124,5518
962,39,119,1328
963,58,119,1917
964,116,122,3718
965,26,114,920
966,13,108,511
967,29,99,998
968,145,113,4608
969,145,103,4598
970,87,123,2820
971,29,120,1019
972,174,107,5501
973,78,105,2523
974,87,99,2796
975,145,100,4595
976,87,99,2796
977,52,107,1719
978,116,101,3697
979,26,106,912
980,145,99,4594
981,174,105,5499
982,78,112,2530
983,58,109,1907
984,87,117,2814
985,26,112,918
986,58,107,1905
987,116,112,3708
988,58,103,1901
989,87,122,2819
990,145,118,4613
991,174,108,5502
992,13,107,510
993,116,108,3704
994,26,108,914
995,145,114,4609
996,52,106,1718
997,174,119,5513
998,29,116,1015
999,52,118,1730
